path,class,split,label
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00310.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00106.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00041.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00127.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00289.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00045.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00034.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00089.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00329.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00175.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00243.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00354.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00376.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00382.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00004.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00206.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00418.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00077.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00339.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00412.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00288.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00068.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00130.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00403.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00075.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00341.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00261.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00405.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00200.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00038.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00213.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00050.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00337.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00133.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00088.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00026.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00188.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00291.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00066.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00096.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00120.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00292.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00053.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00173.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00254.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00211.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00249.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00151.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00031.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00072.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00160.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00226.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00294.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00169.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00221.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00076.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00198.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00253.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00010.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00065.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00217.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00251.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00218.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00109.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00064.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00061.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00225.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00006.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00154.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00358.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00220.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00257.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00069.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00094.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00074.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00007.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00207.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00164.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00037.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00178.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00039.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00209.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00410.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00315.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00364.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00336.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00099.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00264.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00097.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00143.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00170.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00368.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00190.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00318.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00266.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00203.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00237.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00245.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00362.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00396.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00349.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00429.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00177.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00238.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00113.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00019.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00163.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00118.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00399.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00409.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00371.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00363.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00425.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00324.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00180.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00383.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00215.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00027.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00212.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00103.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00201.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00025.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00263.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00167.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00408.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00393.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00105.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00277.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00090.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00395.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00240.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00179.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00306.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00048.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00104.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00184.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00062.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00369.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00147.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00146.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00269.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00323.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00230.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00231.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00248.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00402.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00313.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00060.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00131.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00305.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00084.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00008.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00246.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00247.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00414.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00320.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00348.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00018.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00276.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00297.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00210.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00404.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00141.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00280.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00286.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00086.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00333.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00398.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00374.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00030.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00115.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00132.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00303.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00095.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00330.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00171.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00102.jpg,plastic,train,0
C:\Users\msfir\Downloads\waste_classification_project_1\waste_classification\notebooks\data\processed\train\plastic\00389.jpg,plastic,train,0
